image_id,file_path,asset_id,asset_type,component,defect_types,primary_defect_type,severity_label,location_on_asset,annotation_count,has_annotations,coco_image_id,width,height,notes
REAL-BRIDGE-IMG-0013,data/bridge_image/Image_-502-_jpg.rf.BxCd66Ma3JO1lGZeIyDO.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,13,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0014,data/bridge_image/Image_mine-14-_jpg.rf.zF6X0wW1J8p9Mc4Ecxw0.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,3,true,14,4032,3024,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0015,data/bridge_image/103_24cdb1be-4122-46d5-9d93-b239020ccf98_jpg.rf.UsdODBcDBmGLtvZICrHj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,15,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0016,data/bridge_image/104_7ff5c748-d238-464c-aff0-65f385c49b7f_jpg.rf.KSQDfXGnvZ2nUcb6xXrU.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,16,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0017,data/bridge_image/exposure-38-_jpg.rf.O1LWbOWqKp8TK18l1Qvd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,17,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0018,data/bridge_image/1989.rf.MKSHpAmD4H8BynXDUK7h.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,18,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0019,data/bridge_image/Image_-89-_jpg.rf.z3vn4EEMmSyFnprHmp6g.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,19,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0020,data/bridge_image/104_67951ac7-0d86-4743-8313-fcaae6833879_jpg.rf.CPhz5cIHwiAgJnlutBst.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,20,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0021,data/bridge_image/1622.rf.taeqi9gdQ8jH1vrNyMHi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,2,true,21,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0022,data/bridge_image/103_8da70b5f-48e2-4ccd-af9a-9c56fcf1b8cd_jpg.rf.UTnQLsUnajnYF9nyPxH8.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,22,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0023,data/bridge_image/103_78a96662-0614-11ec-8d14-a85e4515a1df_jpg.rf.RxUhwEtFDS7sIogDerKF.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,9,true,23,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0024,data/bridge_image/103_8afa4a7d-6dce-46de-bb64-69ba64422b6b_jpg.rf.MTFaokuO2iG4OftJ7QWL.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,24,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0025,data/bridge_image/Image_-129-_jpg.rf.0sf3cpeLOg81ZZ5hs6vU.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,25,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0026,data/bridge_image/2564.rf.1O9f167oAl4bAlRCsLUW.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,26,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0027,data/bridge_image/Image_-615-_jpg.rf.ytY7WixYyvsXwjXf5Oyk.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,27,1600,1068,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0028,data/bridge_image/Image_-796-_jpg.rf.HSlajtplS5rlPLuc6ghg.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,28,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0029,data/bridge_image/2322.rf.HvKVIG6PcgtlMqb6MXJC.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,29,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0030,data/bridge_image/103_78aa026c-0614-11ec-ab9d-a85e4515a1df_jpg.rf.uQZowU92fdCnhuS9LmCY.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,30,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0031,data/bridge_image/103_78a79166-0614-11ec-ac79-a85e4515a1df_jpg.rf.EMVTJmjlcp70mWV1rEA7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,31,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0032,data/bridge_image/2244.rf.94YCXpFpiPhRDjl0wMV7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,32,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0033,data/bridge_image/Image_-695-_jpg.rf.vNsFek0X1fNDdpN0T3Ap.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,33,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0034,data/bridge_image/Image_-743-_jpg.rf.nQkMRLG64MBC9t6Yrkpg.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,34,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0035,data/bridge_image/3185.rf.oJIhh9jsg0LVSLOmzHh6.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,35,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0036,data/bridge_image/104_6a1faaa4-0615-11ec-8ce3-a85e4515a1df_jpg.rf.jt0mrdHGLRnrfIbyqMa2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,36,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0037,data/bridge_image/104_8fc358f9-2526-4eb5-9279-2c5ef1762e2d_jpg.rf.kD5U3vxk3Z9Tw4UX5Gz7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,2,true,37,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0038,data/bridge_image/Image_-97-_jpg.rf.lGzKEzR4IzyRf75qiiuT.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,38,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0039,data/bridge_image/103_78a8f164-0614-11ec-a93f-a85e4515a1df_jpg.rf.ws6OpR9BOCOT9d8rsEGV.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,39,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0040,data/bridge_image/3016.rf.84YcmGbE31DR5EinPemk.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,40,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0041,data/bridge_image/Image_-790-_jpg.rf.mWnyytebvU5aNlajKtDJ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling; corrosion,spalling,high,visible bridge surface,4,true,41,275,183,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0042,data/bridge_image/104_681181a4-25a0-4921-ae26-3e5645492a0b_jpg.rf.mwx52j0sd4JlDb8nIfmz.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,2,true,42,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0043,data/bridge_image/103_8d1a6817-efad-4832-8598-2d2c42d459ee_jpg.rf.vJsnCFnMBnoMV8IuYtmh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,43,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0044,data/bridge_image/103_214e6f5d-a93f-409f-b5e1-200b8964a0bd_jpg.rf.vzIet8LzjBzW1FSIAoYk.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,44,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0045,data/bridge_image/3842.rf.pMTUuNsPxGAp82eqzag1.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,2,true,45,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0046,data/bridge_image/104_26946ed0-1624-4d21-9585-678843278f62_jpg.rf.pWQOdmLlsqb64pmTDW3G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,2,true,46,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0047,data/bridge_image/104_7fa20cae-9a27-4c06-aa80-e2e53d0431ee_jpg.rf.Aci3tpOQVRFZ5cdJdB1X.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,47,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0048,data/bridge_image/103_23ae5661-0217-4cd0-a417-17f2359287e5_jpg.rf.E6YEfCaumimepoPNTE1L.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,5,true,48,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0049,data/bridge_image/Image_-377-_jpg.rf.6kduPaLvQPtYfIe9YstJ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,49,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0050,data/bridge_image/3009.rf.WuMLJNKiPOoH13aZZ761.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,50,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0051,data/bridge_image/Image_-731-_jpg.rf.GapTNIj5GvPRuMIq995S.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,3,true,51,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0052,data/bridge_image/2051.rf.F95Yd4Vwz0OcdHGqHsHf.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,52,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0053,data/bridge_image/Image_-355-_jpg.rf.CFXfrgMV9BMjF6SLNEgi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,2,true,53,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0054,data/bridge_image/1629.rf.AXj2dBQivChymZt3F9o7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,2,true,54,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0055,data/bridge_image/Image_-384-_jpg.rf.Xwzhh9s7nbP95J2oDDOr.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,55,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0056,data/bridge_image/Image_-706-_jpg.rf.KAOfolS5xqDx8c5g2U52.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,56,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0057,data/bridge_image/3195.rf.G2SOemOkePClOByBnRvG.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,2,true,57,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0058,data/bridge_image/Image_-698-_jpg.rf.Fo7ljaBSiRn8un0L6mfP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,58,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0059,data/bridge_image/exposure-86-_jpg.rf.S4RjDI4x3vOIcWyXNu3a.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,59,488,354,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0060,data/bridge_image/3042.rf.B5hGWOrneZ6uY0mraJw9.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,60,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0061,data/bridge_image/3529.rf.I8L5EUJFDVY4ogg6IkdZ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,61,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0062,data/bridge_image/3531.rf.IG4snrFuQs7YTViUQwNX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,62,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0063,data/bridge_image/104_7e3e2076-2eb9-441e-bf80-dbd0132845ff_jpg.rf.CN9ObZVwadqpslCDwVWr.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,4,true,63,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0064,data/bridge_image/104_9badd1d8-6d10-423b-9728-87537c5904aa_jpg.rf.CNR2YeUzqy4qP6m3sNgL.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,64,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0065,data/bridge_image/104_8e3c225f-b9fa-4716-a6a0-d23c045b2817_jpg.rf.SBvA2zJ1HgbTV7aD9mkt.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,65,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0066,data/bridge_image/Image_-675-_jpg.rf.LfHgjNTeIu3RSohtPOBK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,66,727,409,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0067,data/bridge_image/Image_-303-_jpg.rf.KMccgyPWyiS7o45gMvR8.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,67,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0068,data/bridge_image/Image_-239-_jpg.rf.CKh7C74GEElsonZsZjav.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,68,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0069,data/bridge_image/103_9aeaee64-ee38-4ee9-8fde-f03789fa6cba_jpg.rf.AnITSgWyFdiujFJFnnTd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,69,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0070,data/bridge_image/3241.rf.bwJWTtIVbjQ5KNEGmgnQ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,70,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0071,data/bridge_image/104_27296a04-b635-4141-822a-615c6bd00fe4_jpg.rf.FSrqd8WU90dxHWXnu5Zv.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,71,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0072,data/bridge_image/103_11c30a2a-7c67-4e7f-b8bb-eeaee517c475_jpg.rf.Isjv6MKAuTbct2SXghF2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,72,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0073,data/bridge_image/2345.rf.qo0qiL3a6L6WTUwZhKJQ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,2,true,73,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0074,data/bridge_image/3152.rf.rj53NllUoSYzmHzKZu25.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,74,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0075,data/bridge_image/Image_-251-_jpg.rf.ja33D5IZfa1E8W7H9X5i.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,75,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0076,data/bridge_image/Image_-647-_jpg.rf.OeXIMnoYX7eGBZ7QePeM.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,76,1000,1333,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0077,data/bridge_image/104_32c8b733-32b3-44f0-89bb-27b7c2a895ce_jpg.rf.Pk5pHtF5FtjUzguabe8y.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,77,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0078,data/bridge_image/2556.rf.RC0P5uJlvLR17kA5T8Pj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,78,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0079,data/bridge_image/104_09d84dfd-aee6-4529-946e-529328d739c2_jpg.rf.StgRcwDN5KNIcNjeCQSF.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,79,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0080,data/bridge_image/Image_mine-43-_jpg.rf.w8Hrr1jzZShG776bTTGZ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,80,4032,3024,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0081,data/bridge_image/103_19c20833-d474-4274-b090-313ec83bc756_jpg.rf.cQhj2m9kOpYzVwzyjGwx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,5,true,81,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0082,data/bridge_image/2258.rf.2055jpFroKD2vJT9qrSF.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,82,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0083,data/bridge_image/Image_-161-_jpg.rf.2yEZLT4ugF8qPcIvtBNe.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,83,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0084,data/bridge_image/104_9cf804d5-6e28-4d50-829a-40e4f987039c_jpg.rf.elZrDBp8905tZbeqbZlX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,84,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0085,data/bridge_image/104_9bd8a9ff-fc88-4f33-a09f-52a14afac67c_jpg.rf.hkiVzVf8tkpIaG3srTMH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,85,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0086,data/bridge_image/Image_-536-_jpg.rf.GUjTDvdJR448yrUOPJtm.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,86,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0087,data/bridge_image/104_645f3b11-b4f3-49c5-a52c-e7411378db92_jpg.rf.HwM77X0Y3jLpv7Qi6JvG.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,87,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0088,data/bridge_image/Image_-569-_jpg.rf.mvS63kghWMZekxcbnLIA.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,88,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0089,data/bridge_image/104_9c36ad0d-5fab-4b3d-8b82-cdbe5aa867f2_jpg.rf.oPMdMMXfZBgcfUfnfjOF.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,89,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0090,data/bridge_image/Image_-772-_jpg.rf.aG9EHawTbtdAR5Tke4n3.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,90,220,230,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0091,data/bridge_image/704_png.rf.RrAxDgezf2oixNlBYnds.png,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,91,1024,1024,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0092,data/bridge_image/3120.rf.b6Js9Xh0cr8MWLdHqKz4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,2,true,92,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0093,data/bridge_image/103_09d685d0-565f-48f8-88a9-b6633824f35e_jpg.rf.p185A94P1gVXjinzFb08.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,93,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0094,data/bridge_image/103_10ea085d-4335-4983-b3b4-d2eee4a70439_jpg.rf.9nZ0bnh0bUteo5h7fyVu.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,94,2560,1440,Real annotated bridge image converted from COCO annotations.
